,CID,sections
276,277,"['1 Structures', '2 Names and Identifiers', '3 Chemical and Physical Properties', '4 Related Records', '5 Chemical Vendors', '6 Pharmacology and Biochemistry', '7 Use and Manufacturing', '8 Safety and Hazards', '9 Toxicity', '10 Literature', '11 Patents', '12 Interactions and Pathways', '13 Biological Test Results', '14 Taxonomy', '15 Classification', '16 Information Sources']"
277,278,"['1 Structures', '2 Names and Identifiers', '3 Chemical and Physical Properties', '4 Related Records', '5 Chemical Vendors', '6 Pharmacology and Biochemistry', '7 Safety and Hazards', '8 Literature', '9 Patents', '10 Interactions and Pathways', '11 Biological Test Results', '12 Taxonomy', '13 Classification', '14 Information Sources']"
278,279,"['1 Structures', '2 Biologic Description', '3 Names and Identifiers', '4 Chemical and Physical Properties', '5 Spectral Information', '6 Related Records', '7 Chemical Vendors', '8 Safety and Hazards', '9 Literature', '10 Patents', '11 Interactions and Pathways', '12 Biological Test Results', '13 Taxonomy', '14 Classification', '15 Information Sources']"
279,280,"['1 Structures', '2 Names and Identifiers', '3 Chemical and Physical Properties', '4 Spectral Information', '5 Related Records', '6 Chemical Vendors', '7 Drug and Medication Information', '8 Food Additives and Ingredients', '9 Agrochemical Information', '10 Pharmacology and Biochemistry', '11 Use and Manufacturing', '12 Identification', '13 Safety and Hazards', '14 Toxicity', '15 Associated Disorders and Diseases', '16 Literature', '17 Patents', '18 Interactions and Pathways', '19 Biological Test Results', '20 Taxonomy', '21 Classification', '22 Information Sources']"
280,281,"['1 Structures', '2 Names and Identifiers', '3 Chemical and Physical Properties', '4 Spectral Information', '5 Related Records', '6 Chemical Vendors', '7 Drug and Medication Information', '8 Food Additives and Ingredients', '9 Agrochemical Information', '10 Pharmacology and Biochemistry', '11 Use and Manufacturing', '12 Identification', '13 Safety and Hazards', '14 Toxicity', '15 Associated Disorders and Diseases', '16 Literature', '17 Patents', '18 Interactions and Pathways', '19 Biological Test Results', '20 Taxonomy', '21 Classification', '22 Information Sources']"
281,282,"['1 Structures', '2 Names and Identifiers', '3 Chemical and Physical Properties', '4 Related Records', '5 Patents', '6 Information Sources']"
282,283,"['1 Structures', '2 Names and Identifiers', '3 Chemical and Physical Properties', '4 Spectral Information', '5 Related Records', '6 Chemical Vendors', '7 Pharmacology and Biochemistry', '8 Literature', '9 Patents', '10 Interactions and Pathways', '11 Taxonomy', '12 Classification', '13 Information Sources']"
283,284,"['1 Structures', '2 Names and Identifiers', '3 Chemical and Physical Properties', '4 Spectral Information', '5 Related Records', '6 Chemical Vendors', '7 Drug and Medication Information', '8 Food Additives and Ingredients', '9 Agrochemical Information', '10 Pharmacology and Biochemistry', '11 Use and Manufacturing', '12 Identification', '13 Safety and Hazards', '14 Toxicity', '15 Associated Disorders and Diseases', '16 Literature', '17 Patents', '18 Interactions and Pathways', '19 Biological Test Results', '20 Taxonomy', '21 Classification', '22 Information Sources']"
284,285,"['1 Structures', '2 Names and Identifiers', '3 Chemical and Physical Properties', '4 Related Records', '5 Chemical Vendors', '6 Pharmacology and Biochemistry', '7 Literature', '8 Patents', '9 Interactions and Pathways', '10 Taxonomy', '11 Classification', '12 Information Sources']"
285,286,"['1 Structures', '2 Names and Identifiers', '3 Chemical and Physical Properties', '4 Spectral Information', '5 Related Records', '6 Chemical Vendors', '7 Pharmacology and Biochemistry', '8 Toxicity', '9 Associated Disorders and Diseases', '10 Literature', '11 Patents', '12 Interactions and Pathways', '13 Biological Test Results', '14 Taxonomy', '15 Classification', '16 Information Sources']"
286,287,"['1 Structures', '2 Names and Identifiers', '3 Chemical and Physical Properties', '4 Related Records', '5 Classification', '6 Information Sources']"
287,288,"['1 Structures', '2 Names and Identifiers', '3 Chemical and Physical Properties', '4 Spectral Information', '5 Related Records', '6 Chemical Vendors', '7 Drug and Medication Information', '8 Pharmacology and Biochemistry', '9 Use and Manufacturing', '10 Toxicity', '11 Associated Disorders and Diseases', '12 Literature', '13 Patents', '14 Interactions and Pathways', '15 Biological Test Results', '16 Taxonomy', '17 Classification', '18 Information Sources']"
288,289,"['1 Structures', '2 Names and Identifiers', '3 Chemical and Physical Properties', '4 Spectral Information', '5 Related Records', '6 Chemical Vendors', '7 Drug and Medication Information', '8 Food Additives and Ingredients', '9 Pharmacology and Biochemistry', '10 Use and Manufacturing', '11 Identification', '12 Safety and Hazards', '13 Toxicity', '14 Associated Disorders and Diseases', '15 Literature', '16 Patents', '17 Interactions and Pathways', '18 Biological Test Results', '19 Taxonomy', '20 Classification', '21 Information Sources']"
289,290,"['1 Structures', '2 Biologic Description', '3 Names and Identifiers', '4 Chemical and Physical Properties', '5 Spectral Information', '6 Related Records', '7 Chemical Vendors', '8 Literature', '9 Patents', '10 Taxonomy', '11 Classification', '12 Information Sources']"
290,291,"['1 Structures', '2 Names and Identifiers', '3 Chemical and Physical Properties', '4 Related Records', '5 Chemical Vendors', '6 Literature', '7 Patents', '8 Classification', '9 Information Sources']"
291,292,"['1 Structures', '2 Names and Identifiers', '3 Chemical and Physical Properties', '4 Related Records', '5 Information Sources']"
292,293,"['1 Structures', '2 Names and Identifiers', '3 Chemical and Physical Properties', '4 Related Records', '5 Chemical Vendors', '6 Taxonomy', '7 Classification', '8 Information Sources']"
293,294,"['1 Structures', '2 Biologic Description', '3 Names and Identifiers', '4 Chemical and Physical Properties', '5 Spectral Information', '6 Related Records', '7 Chemical Vendors', '8 Drug and Medication Information', '9 Food Additives and Ingredients', '10 Use and Manufacturing', '11 Identification', '12 Safety and Hazards', '13 Toxicity', '14 Literature', '15 Patents', '16 Biological Test Results', '17 Taxonomy', '18 Classification', '19 Information Sources']"
294,295,"['1 Structures', '2 Names and Identifiers', '3 Chemical and Physical Properties', '4 Related Records', '5 Information Sources']"
295,296,"['1 Structures', '2 Names and Identifiers', '3 Chemical and Physical Properties', '4 Related Records', '5 Pharmacology and Biochemistry', '6 Use and Manufacturing', '7 Literature', '8 Patents', '9 Interactions and Pathways', '10 Taxonomy', '11 Classification', '12 Information Sources']"
296,297,"['1 Structures', '2 Names and Identifiers', '3 Chemical and Physical Properties', '4 Spectral Information', '5 Related Records', '6 Chemical Vendors', '7 Drug and Medication Information', '8 Food Additives and Ingredients', '9 Pharmacology and Biochemistry', '10 Use and Manufacturing', '11 Identification', '12 Safety and Hazards', '13 Toxicity', '14 Associated Disorders and Diseases', '15 Literature', '16 Patents', '17 Interactions and Pathways', '18 Biological Test Results', '19 Taxonomy', '20 Classification', '21 Information Sources']"
297,298,"['1 Structures', '2 Names and Identifiers', '3 Chemical and Physical Properties', '4 Spectral Information', '5 Related Records', '6 Chemical Vendors', '7 Pharmacology and Biochemistry', '8 Use and Manufacturing', '9 Toxicity', '10 Literature', '11 Patents', '12 Interactions and Pathways', '13 Biological Test Results', '14 Taxonomy', '15 Classification', '16 Information Sources']"
298,299,"['1 Structures', '2 Names and Identifiers', '3 Chemical and Physical Properties', '4 Spectral Information', '5 Related Records', '6 Chemical Vendors', '7 Agrochemical Information', '8 Pharmacology and Biochemistry', '9 Use and Manufacturing', '10 Identification', '11 Safety and Hazards', '12 Toxicity', '13 Associated Disorders and Diseases', '14 Literature', '15 Patents', '16 Interactions and Pathways', '17 Biological Test Results', '18 Classification', '19 Information Sources']"
299,300,"['1 Structures', '2 Names and Identifiers', '3 Chemical and Physical Properties', '4 Spectral Information', '5 Related Records', '6 Chemical Vendors', '7 Drug and Medication Information', '8 Food Additives and Ingredients', '9 Pharmacology and Biochemistry', '10 Use and Manufacturing', '11 Identification', '12 Safety and Hazards', '13 Toxicity', '14 Associated Disorders and Diseases', '15 Literature', '16 Patents', '17 Interactions and Pathways', '18 Biological Test Results', '19 Taxonomy', '20 Classification', '21 Information Sources']"
300,301,"['1 Structures', '2 Names and Identifiers', '3 Chemical and Physical Properties', '4 Spectral Information', '5 Related Records', '6 Chemical Vendors', '7 Pharmacology and Biochemistry', '8 Use and Manufacturing', '9 Safety and Hazards', '10 Toxicity', '11 Literature', '12 Patents', '13 Interactions and Pathways', '14 Biological Test Results', '15 Taxonomy', '16 Classification', '17 Information Sources']"
301,302,"['1 Structures', '2 Names and Identifiers', '3 Chemical and Physical Properties', '4 Related Records', '5 Chemical Vendors', '6 Patents', '7 Information Sources']"
302,303,"['1 Structures', '2 Names and Identifiers', '3 Chemical and Physical Properties', '4 Spectral Information', '5 Related Records', '6 Chemical Vendors', '7 Food Additives and Ingredients', '8 Pharmacology and Biochemistry', '9 Use and Manufacturing', '10 Safety and Hazards', '11 Literature', '12 Patents', '13 Biological Test Results', '14 Taxonomy', '15 Classification', '16 Information Sources']"
303,304,"['1 Structures', '2 Names and Identifiers', '3 Chemical and Physical Properties', '4 Spectral Information', '5 Related Records', '6 Chemical Vendors', '7 Literature', '8 Patents', '9 Biological Test Results', '10 Taxonomy', '11 Classification', '12 Information Sources']"
304,305,"['1 Structures', '2 Names and Identifiers', '3 Chemical and Physical Properties', '4 Spectral Information', '5 Related Records', '6 Chemical Vendors', '7 Drug and Medication Information', '8 Pharmacology and Biochemistry', '9 Use and Manufacturing', '10 Safety and Hazards', '11 Toxicity', '12 Associated Disorders and Diseases', '13 Literature', '14 Patents', '15 Interactions and Pathways', '16 Biological Test Results', '17 Taxonomy', '18 Classification', '19 Information Sources']"
305,306,"['1 Structures', '2 Names and Identifiers', '3 Chemical and Physical Properties', '4 Related Records', '5 Chemical Vendors', '6 Patents', '7 Biological Test Results', '8 Taxonomy', '9 Classification', '10 Information Sources']"
306,307,"['1 Structures', '2 Names and Identifiers', '3 Chemical and Physical Properties', '4 Spectral Information', '5 Related Records', '6 Chemical Vendors', '7 Use and Manufacturing', '8 Literature', '9 Patents', '10 Biological Test Results', '11 Taxonomy', '12 Classification', '13 Information Sources']"
307,308,"['1 Structures', '2 Names and Identifiers', '3 Chemical and Physical Properties', '4 Spectral Information', '5 Related Records', '6 Chemical Vendors', '7 Food Additives and Ingredients', '8 Pharmacology and Biochemistry', '9 Use and Manufacturing', '10 Literature', '11 Patents', '12 Biological Test Results', '13 Taxonomy', '14 Classification', '15 Information Sources']"
308,309,"['1 Structures', '2 Names and Identifiers', '3 Chemical and Physical Properties', '4 Spectral Information', '5 Related Records', '6 Chemical Vendors', '7 Drug and Medication Information', '8 Food Additives and Ingredients', '9 Use and Manufacturing', '10 Safety and Hazards', '11 Toxicity', '12 Literature', '13 Patents', '14 Biological Test Results', '15 Taxonomy', '16 Classification', '17 Information Sources']"
309,310,"['1 Structures', '2 Names and Identifiers', '3 Chemical and Physical Properties', '4 Spectral Information', '5 Related Records', '6 Chemical Vendors', '7 Literature', '8 Patents', '9 Taxonomy', '10 Classification', '11 Information Sources']"
310,311,"['1 Structures', '2 Names and Identifiers', '3 Chemical and Physical Properties', '4 Spectral Information', '5 Related Records', '6 Chemical Vendors', '7 Drug and Medication Information', '8 Food Additives and Ingredients', '9 Agrochemical Information', '10 Pharmacology and Biochemistry', '11 Use and Manufacturing', '12 Identification', '13 Safety and Hazards', '14 Toxicity', '15 Associated Disorders and Diseases', '16 Literature', '17 Patents', '18 Interactions and Pathways', '19 Biological Test Results', '20 Taxonomy', '21 Classification', '22 Information Sources']"
